final_drop_id	enemy_id	enemy_source	source_id	元drop_id	敵の名前	is_boss	街ID	街名	dungeon_id	ダンジョン名	敵の役割	Lv	敵の型	属性	ドロップ区分	レアドロップ品	レアドロップ種別	排他カテゴリ	ドロップタイミング	ドロップ率(%)	初回確定入手	追加初回報酬	追加初回報酬種別	効果案＿改善後カイゼンゴ	結合元	排他チェック	1体1レア割当チェック	メモ	素材ID	素材カテゴリ	素材レア度	NPC売却価格	市場取引可	主用途	B案ロール	レシピ必要数方針
1257	188	新モンスターマスタ	188	WEV0002	雪樹の精	0	5	雪都フロストリア	32	白銀の森	雑魚	90	標準型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	18	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1258	188	新モンスターマスタ	188	WEV0018	雪樹の精	0	5	雪都フロストリア	32	白銀の森	雑魚	90	標準型		武器合成素材ドロップ	射撃の結晶	素材	素材系	通常撃破時	12	NO			射撃系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	射撃系武器の進化素材。	WEV0018	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1259	188	新モンスターマスタ	188	WEV0027	雪樹の精	0	5	雪都フロストリア	32	白銀の森	雑魚	90	標準型		武器合成素材ドロップ	氷晶石	素材	素材系	通常撃破時	18	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0027	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1260	189	新モンスターマスタ	189	WEV0002	氷キノコ	0	5	雪都フロストリア	32	白銀の森	やや強い	91	耐久型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	18	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1261	189	新モンスターマスタ	189	WEV0015	氷キノコ	0	5	雪都フロストリア	32	白銀の森	やや強い	91	耐久型		武器合成素材ドロップ	打撃の結晶	素材	素材系	通常撃破時	12	NO			打撃系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	打撃系武器の進化素材。	WEV0015	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1262	189	新モンスターマスタ	189	WEV0027	氷キノコ	0	5	雪都フロストリア	32	白銀の森	やや強い	91	耐久型		武器合成素材ドロップ	氷晶石	素材	素材系	通常撃破時	14	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0027	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1263	190	新モンスターマスタ	190	WEV0002	雪妖精	0	5	雪都フロストリア	32	白銀の森	レア敵	91	魔法型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	12	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1264	190	新モンスターマスタ	190	WEV0021	雪妖精	0	5	雪都フロストリア	32	白銀の森	レア敵	91	魔法型		武器合成素材ドロップ	魔導の結晶	素材	素材系	通常撃破時	8	NO			魔導系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	魔導系武器の進化素材。	WEV0021	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1265	190	新モンスターマスタ	190	WEV0041	雪妖精	0	5	雪都フロストリア	32	白銀の森	レア敵	91	魔法型		武器合成素材ドロップ	氷帝晶	素材	素材系	通常撃破時	8	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0041	武器合成素材	SR		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1266	191	新モンスターマスタ	191	WEV0002	白銀の守護獣	0	5	雪都フロストリア	32	白銀の森	最深部候補	92	標準型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	12	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1267	191	新モンスターマスタ	191	WEV0012	白銀の守護獣	0	5	雪都フロストリア	32	白銀の森	最深部候補	92	標準型		武器合成素材ドロップ	刺突の結晶	素材	素材系	通常撃破時	8	NO			刺突系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	刺突系武器の進化素材。	WEV0012	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1268	191	新モンスターマスタ	191	WEV0041	白銀の守護獣	0	5	雪都フロストリア	32	白銀の森	最深部候補	92	標準型		武器合成素材ドロップ	氷帝晶	素材	素材系	通常撃破時	8	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0041	武器合成素材	SR		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1269	193	新モンスターマスタ	193	WEV0002	神殿兵	0	5	雪都フロストリア	33	凍てつく神殿	雑魚	92	物理型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	18	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1270	193	新モンスターマスタ	193	WEV0009	神殿兵	0	5	雪都フロストリア	33	凍てつく神殿	雑魚	92	物理型		武器合成素材ドロップ	斬撃の結晶	素材	素材系	通常撃破時	12	NO			斬撃系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	斬撃系武器の進化素材。	WEV0009	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1271	193	新モンスターマスタ	193	WEV0027	神殿兵	0	5	雪都フロストリア	33	凍てつく神殿	雑魚	92	物理型		武器合成素材ドロップ	氷晶石	素材	素材系	通常撃破時	18	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0027	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1272	194	新モンスターマスタ	194	WEV0002	封印の守護者	0	5	雪都フロストリア	33	凍てつく神殿	雑魚	93	重装型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	18	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1273	194	新モンスターマスタ	194	WEV0015	封印の守護者	0	5	雪都フロストリア	33	凍てつく神殿	雑魚	93	重装型		武器合成素材ドロップ	打撃の結晶	素材	素材系	通常撃破時	12	NO			打撃系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	打撃系武器の進化素材。	WEV0015	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1274	194	新モンスターマスタ	194	WEV0027	封印の守護者	0	5	雪都フロストリア	33	凍てつく神殿	雑魚	93	重装型		武器合成素材ドロップ	氷晶石	素材	素材系	通常撃破時	18	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0027	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1275	195	新モンスターマスタ	195	WEV0002	祭壇スライム	0	5	雪都フロストリア	33	凍てつく神殿	やや強い	94	耐久型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	18	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1276	195	新モンスターマスタ	195	WEV0015	祭壇スライム	0	5	雪都フロストリア	33	凍てつく神殿	やや強い	94	耐久型		武器合成素材ドロップ	打撃の結晶	素材	素材系	通常撃破時	12	NO			打撃系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	打撃系武器の進化素材。	WEV0015	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1277	195	新モンスターマスタ	195	WEV0027	祭壇スライム	0	5	雪都フロストリア	33	凍てつく神殿	やや強い	94	耐久型		武器合成素材ドロップ	氷晶石	素材	素材系	通常撃破時	14	NO			街ごとの武器進化素材。都市進行に応じた装備進化に使用。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	街ごとの武器進化素材。都市進行に応じた装備進化に使用。	WEV0027	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1278	196	新モンスターマスタ	196	WEV0002	古代司祭	0	5	雪都フロストリア	33	凍てつく神殿	レア敵	94	魔法型		武器合成素材ドロップ	武器の結晶	素材	素材系	通常撃破時	12	NO			武器進化の共通素材。既存レアドロップとは別判定。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	武器進化の共通素材。既存レアドロップとは別判定。	WEV0002	武器合成素材	R		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
1279	196	新モンスターマスタ	196	WEV0021	古代司祭	0	5	雪都フロストリア	33	凍てつく神殿	レア敵	94	魔法型		武器合成素材ドロップ	魔導の結晶	素材	素材系	通常撃破時	8	NO			魔導系武器の進化素材。	武器進化素材追加	素材枠のため既存レア枠と別判定	対象外	魔導系武器の進化素材。	WEV0021	武器合成素材	R+		0	武器進化・合成	武器進化素材	Gold・輝石なし。装備と素材で進化。
